"","X","date_performed","bioassay_performed","biological_rep_number","technical_rep_number","papers_coated_by","performed_by","kd_scored_by","Mort_ScoredBy","X48hr_scored_by","X72hr_scored_by","mosquito_wet_weights_g","mosquito_dry_weights_g","mosquito_wing_lengths","start_exposure_temperature_c","start_exposure_humidity_percentage","end_exposure_temperature_c","end_exposure_humidity_percentage","X24_hour_temperature_c","Mort_Humid_Perc","X48_hour_temperature_c","X48_hour_humidity_percentage","X72_hour_temperature_c","X72_hour_humidity_percentage","colony","insecticide","concentration_percentage","concentration_mgm2","concentration_ugbottle","Knockdown_60min","Mortality_24hr","X48_hour_dead","X72_hour_dead","total_mosquitoes","data_input_checked","bioassay_notes","RawKDProp","RawMortProp","StartHumidProp","EndHumidProp","MortHumidProp","HumidDelta","Alive"
"395",395,"2022-11-23","who tube",NA,6,"Not Assesed","jag","jag","jag",NA,NA,0.00092,0.000569,2.9503,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,1,2,NA,NA,24,NA,NA,0.0416666666666667,0.0833333333333333,0.782,0.789,0.779,0.700000000000003,22
"396",396,"2022-11-23","who tube",NA,7,"Not Assesed","jag","jag","jag",NA,NA,0.00092,0.000569,2.9503,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,7,15,NA,NA,23,NA,NA,0.304347826086957,0.652173913043478,0.782,0.789,0.779,0.700000000000003,8
"397",397,"2022-11-30","who_tube",NA,NA,"Not Assesed","gpr","gpr","gpr",NA,NA,NA,NA,NA,"27",78.2,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","PY Control","gpr negative",NA,NA,1,2,NA,NA,32,NA,NA,0.03125,0.0625,0.782,NA,NA,NA,30
"398",398,"2022-11-30","who_tube",NA,NA,"Not Assesed","gpr","gpr","gpr",NA,NA,NA,NA,NA,"27",78.2,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","gpr 0.03",NA,NA,0,4,NA,NA,25,NA,NA,0,0.16,0.782,NA,NA,NA,21
"399",399,"2022-11-30","who_tube",NA,NA,"Not Assesed","gpr","gpr","gpr",NA,NA,NA,NA,NA,"27",78.2,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","gpr 0.03",NA,NA,0,2,NA,NA,26,NA,NA,0,0.0769230769230769,0.782,NA,NA,NA,24
"400",400,"2022-11-30","who_tube",NA,NA,"Not Assesed","gpr","gpr","gpr",NA,NA,NA,NA,NA,"27",78.2,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","gpr 0.03",NA,NA,0,1,NA,NA,26,NA,NA,0,0.0384615384615385,0.782,NA,NA,NA,25
"401",401,"2022-11-30","who_tube",NA,NA,"Not Assesed","gpr","gpr","gpr",NA,NA,NA,NA,NA,"27",78.2,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","PY Control","gpr 0.03",NA,NA,0,1,NA,NA,24,NA,NA,0,0.0416666666666667,0.782,NA,NA,NA,23
"402",402,"2022-11-30","who_tube",NA,NA,"Not Assesed","gpr","gpr","gpr",NA,NA,NA,NA,NA,"27",78.2,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","jag negative",NA,NA,1,1,NA,NA,25,NA,NA,0.04,0.04,0.782,NA,NA,NA,24
"403",403,"2022-11-30","who_tube",NA,NA,"Not Assesed","gpr","gpr","gpr",NA,NA,NA,NA,NA,"27",78.2,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","jag 0.03",NA,NA,16,14,NA,NA,24,NA,NA,0.666666666666667,0.583333333333333,0.782,NA,NA,NA,10
"404",404,"2022-11-30","who_tube",NA,NA,"Not Assesed","gpr","gpr","gpr",NA,NA,NA,NA,NA,"27",78.2,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","jag 0.03",NA,NA,20,21,NA,NA,22,NA,NA,0.909090909090909,0.954545454545455,0.782,NA,NA,NA,1
"405",405,"2022-11-30","who_tube",NA,NA,"Not Assesed","gpr","gpr","gpr",NA,NA,NA,NA,NA,"27",78.2,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","jag 0.03",NA,NA,0,3,NA,NA,23,NA,NA,0,0.130434782608696,0.782,NA,NA,NA,20
"406",406,"2022-12-01","who_tube",NA,NA,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00128,0.00064,2.9821,"27",79,"27.1",79.6,"27",78.2,NA,NA,NA,NA,"kisumu","PY Control","gpr negative",NA,NA,0,0,NA,NA,25,NA,NA,0,0,0.79,0.796,0.782,0.599999999999994,25
"407",407,"2022-12-01","who_tube",NA,NA,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00128,0.00064,2.9821,"27",79,"27.1",79.6,"27",78.2,NA,NA,NA,NA,"kisumu","Permethrin","gpr 0.03",NA,NA,1,4,NA,NA,25,NA,NA,0.04,0.16,0.79,0.796,0.782,0.599999999999994,21
"408",408,"2022-12-01","who_tube",NA,NA,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00128,0.00064,2.9821,"27",79,"27.1",79.6,"27",78.2,NA,NA,NA,NA,"kisumu","Permethrin","gpr 0.03",NA,NA,1,7,NA,NA,27,NA,NA,0.037037037037037,0.259259259259259,0.79,0.796,0.782,0.599999999999994,20
"409",409,"2022-12-01","who_tube",NA,NA,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00128,0.00064,2.9821,"27",79,"27.1",79.6,"27",78.2,NA,NA,NA,NA,"kisumu","Permethrin","gpr 0.03",NA,NA,2,4,NA,NA,28,NA,NA,0.0714285714285714,0.142857142857143,0.79,0.796,0.782,0.599999999999994,24
"410",410,"2022-12-01","who_tube",NA,NA,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00128,0.00064,2.9821,"27",79,"27.1",79.6,"27",78.2,NA,NA,NA,NA,"kisumu","PY Control","jag negative",NA,NA,0,2,NA,NA,29,NA,NA,0,0.0689655172413793,0.79,0.796,0.782,0.599999999999994,27
"411",411,"2022-12-01","who_tube",NA,NA,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00128,0.00064,2.9821,"27",79,"27.1",79.6,"27",78.2,NA,NA,NA,NA,"kisumu","Permethrin","jag 0.03",NA,NA,2,1,NA,NA,26,NA,NA,0.0769230769230769,0.0384615384615385,0.79,0.796,0.782,0.599999999999994,25
"412",412,"2022-12-01","who_tube",NA,NA,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00128,0.00064,2.9821,"27",79,"27.1",79.6,"27",78.2,NA,NA,NA,NA,"kisumu","Permethrin","jag 0.03",NA,NA,3,7,NA,NA,25,NA,NA,0.12,0.28,0.79,0.796,0.782,0.599999999999994,18
"413",413,"2022-12-01","who_tube",NA,NA,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00128,0.00064,2.9821,"27",79,"27.1",79.6,"27",78.2,NA,NA,NA,NA,"kisumu","Permethrin","jag 0.03",NA,NA,1,4,NA,NA,25,NA,NA,0.04,0.16,0.79,0.796,0.782,0.599999999999994,21
"414",414,"2022-12-01","who_tube",NA,NA,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00128,0.00064,2.9821,"27",79,"27.1",79.6,"27",78.2,NA,NA,NA,NA,"kisumu","Permethrin","jag 0.03",NA,NA,6,4,NA,NA,23,NA,NA,0.260869565217391,0.173913043478261,0.79,0.796,0.782,0.599999999999994,19
"415",415,"2022-12-06","who tube",4,1,"Not Assesed","jag","jag","jag",NA,NA,0.0008318,4e-04,NA,"27",80.5,"27.1",77.8,"27.1",74.1,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,1,1,NA,NA,20,NA,NA,0.05,0.05,0.805,0.778,0.741,2.7,19
"416",416,"2022-12-06","who tube",4,1,"Not Assesed","jag","jag","jag",NA,NA,0.0008318,4e-04,NA,"27",80.5,"27.1",77.8,"27.1",74.1,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,7,6,NA,NA,24,NA,NA,0.291666666666667,0.25,0.805,0.778,0.741,2.7,18
"417",417,"2022-12-06","who tube",4,1,"Not Assesed","gpr","gpr","gpr",NA,NA,0.0008318,4e-04,2.7808,"27",80.5,"27.1",77.8,"27.1",74.1,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,2,NA,NA,23,NA,NA,0,0.0869565217391304,0.805,0.778,0.741,2.7,21
"418",418,"2022-12-06","who tube",4,1,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00077,0.000418,2.7808,"27",80.5,"27.1",77.8,"27.1",74.1,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,1,NA,NA,26,NA,NA,0,0.0384615384615385,0.805,0.778,0.741,2.7,25
"419",419,"2022-12-06","who tube",4,2,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00077,0.000418,2.7808,"27",80.5,"27.1",77.8,"27.1",74.1,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,2,NA,NA,25,NA,NA,0,0.08,0.805,0.778,0.741,2.7,23
"420",420,"2022-12-06","who tube",4,3,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00077,0.000418,2.7808,"27",80.5,"27.1",77.8,"27.1",74.1,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,1,4,NA,NA,26,NA,NA,0.0384615384615385,0.153846153846154,0.805,0.778,0.741,2.7,22
"421",421,"2022-12-07","who tube",NA,2,"Not Assesed","jag","jag","jag",NA,NA,0.000963,0.000457,NA,"27.1",75.3,"27.1",74.7,"27.1",75.6,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,NA,NA,NA,28,NA,NA,0,NA,0.753,0.747,0.756,0.599999999999994,NA
"422",422,"2022-12-07","who tube",NA,2,"Not Assesed","jag","jag","jag",NA,NA,0.000963,0.000457,NA,"27.1",75.3,"27.1",74.7,"27.1",75.6,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,25,NA,NA,NA,26,NA,NA,0.961538461538462,NA,0.753,0.747,0.756,0.599999999999994,NA
"423",423,"2022-12-07","who tube",NA,3,"Not Assesed","jag","jag","jag",NA,NA,0.000963,0.000457,NA,"27.1",75.3,"27.1",74.7,"27.1",75.6,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,2,NA,NA,NA,24,NA,NA,0.0833333333333333,NA,0.753,0.747,0.756,0.599999999999994,NA
"424",424,"2022-12-07","who tube",NA,4,"Not Assesed","jag","jag","jag",NA,NA,0.000963,0.000457,NA,"27.1",75.3,"27.1",74.7,"27.1",75.6,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,NA,NA,NA,25,NA,NA,0,NA,0.753,0.747,0.756,0.599999999999994,NA
"425",425,"2022-12-07","who tube",NA,5,"Not Assesed","jag","jag","jag",NA,NA,0.000963,0.000457,NA,"27.1",75.3,"27.1",74.7,"27.1",75.6,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,2,NA,NA,NA,25,NA,NA,0.08,NA,0.753,0.747,0.756,0.599999999999994,NA
"426",426,"2022-12-07","who tube",NA,6,"Not Assesed","jag","jag","jag",NA,NA,0.000963,0.000457,NA,"27.1",75.3,"27.1",74.7,"27.1",75.6,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,1,NA,NA,NA,26,NA,NA,0.0384615384615385,NA,0.753,0.747,0.756,0.599999999999994,NA
"427",427,"2022-12-07","who tube",NA,7,"Not Assesed","jag","jag","jag",NA,NA,0.000963,0.000457,NA,"27.1",75.3,"27.1",74.7,"27.1",75.6,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,8,NA,NA,NA,21,NA,NA,0.380952380952381,NA,0.753,0.747,0.756,0.599999999999994,NA
"428",428,"2022-12-07","who tube",NA,2,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00096,0.00036,2.836,"27.1",75.3,"27.1",74.7,"27.1",75.6,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,0,NA,NA,23,NA,NA,0,0,0.753,0.747,0.756,0.599999999999994,23
"429",429,"2022-12-07","who tube",NA,5,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00096,0.00036,2.836,"27.1",75.3,"27.1",74.7,"27.1",75.6,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,1,NA,NA,25,NA,NA,0,0.04,0.753,0.747,0.756,0.599999999999994,24
"430",430,"2022-12-07","who tube",NA,6,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00096,0.00036,2.836,"27.1",75.3,"27.1",74.7,"27.1",75.6,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,1,3,NA,NA,28,NA,NA,0.0357142857142857,0.107142857142857,0.753,0.747,0.756,0.599999999999994,25
"431",431,"2022-12-07","who tube",NA,7,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00096,0.00036,2.836,"27.1",75.3,"27.1",74.7,"27.1",75.6,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,1,NA,NA,26,NA,NA,0,0.0384615384615385,0.753,0.747,0.756,0.599999999999994,25
"432",432,"2022-12-08","who tube",NA,8,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00096,0.00036,2.836,"27.1",75.3,"27.1",74.7,"27.1",75.6,NA,NA,NA,NA,"kisumu","Permethrin",NA,NA,NA,0,1,NA,NA,25,NA,NA,0,0.04,0.753,0.747,0.756,0.599999999999994,24
"433",1,"2023-03-16","WHO Tube Bioassay",1,1,"GPR","gpr","gpr","gpr",NA,NA,NA,0.000376,2.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,0,NA,NA,26,NA,NA,0,0,NA,NA,NA,NA,26
"434",2,"2023-03-16","WHO Tube Bioassay",1,1,"GPR","gpr","gpr","gpr",NA,NA,NA,0.000376,2.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,1,NA,NA,24,NA,NA,0,0.0416666666666667,NA,NA,NA,NA,23
"435",3,"2023-03-16","WHO Tube Bioassay",1,2,"GPR","gpr","gpr","gpr",NA,NA,NA,0.000376,2.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,5,NA,NA,24,NA,NA,0,0.208333333333333,NA,NA,NA,NA,19
"436",4,"2023-03-16","WHO Tube Bioassay",1,3,"GPR","gpr","gpr","gpr",NA,NA,NA,0.000376,2.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,3,8,NA,NA,25,NA,NA,0.12,0.32,NA,NA,NA,NA,17
"437",5,"2023-03-16","WHO Tube Bioassay",1,5,"JAG","gpr","gpr","gpr",NA,NA,NA,0.000376,2.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,2,19,NA,NA,28,NA,NA,0.0714285714285714,0.678571428571429,NA,NA,NA,NA,9
"438",6,"2023-03-16","WHO Tube Bioassay",1,6,"JAG","gpr","gpr","gpr",NA,NA,NA,0.000376,2.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,1,15,NA,NA,29,NA,NA,0.0344827586206897,0.517241379310345,NA,NA,NA,NA,14
"439",7,"2023-03-16","WHO Tube Bioassay",1,7,"JAG","gpr","gpr","gpr",NA,NA,NA,0.000376,2.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,1,22,NA,NA,26,NA,NA,0.0384615384615385,0.846153846153846,NA,NA,NA,NA,4
"440",8,"2023-03-16","WHO Tube Bioassay",1,1,"JAG","gpr","gpr","gpr",NA,NA,NA,0.000376,2.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,2,NA,NA,28,NA,NA,0,0.0714285714285714,NA,NA,NA,NA,26
"441",9,"2023-03-21","WHO Tube Bioassay",2,1,"GPr","gpr","gpr","gpr",NA,NA,0.000485185185185185,5e-04,2.7779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,0,NA,NA,25,NA,NA,0,0,NA,NA,NA,NA,25
"442",10,"2023-03-21","WHO Tube Bioassay",2,1,"GPr","gpr","gpr","gpr",NA,NA,0.000485185185185185,5e-04,2.7779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,2,NA,NA,26,NA,NA,0,0.0769230769230769,NA,NA,NA,NA,24
"443",11,"2023-03-21","WHO Tube Bioassay",2,2,"GPr","gpr","gpr","gpr",NA,NA,0.000485185185185185,5e-04,2.7779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,3,NA,NA,26,NA,NA,0,0.115384615384615,NA,NA,NA,NA,23
"444",12,"2023-03-21","WHO Tube Bioassay",2,3,"GPr","gpr","gpr","gpr",NA,NA,0.000485185185185185,5e-04,2.7779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,3,NA,NA,29,NA,NA,0,0.103448275862069,NA,NA,NA,NA,26
"445",13,"2023-03-21","WHO Tube Bioassay",2,5,"JAG","gpr","gpr","gpr",NA,NA,0.000485185185185185,5e-04,2.7779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,6,NA,NA,25,NA,NA,0,0.24,NA,NA,NA,NA,19
"446",14,"2023-03-21","WHO Tube Bioassay",2,6,"JAG","gpr","gpr","gpr",NA,NA,0.000485185185185185,5e-04,2.7779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,7,NA,NA,24,NA,NA,0,0.291666666666667,NA,NA,NA,NA,17
"447",15,"2023-03-21","WHO Tube Bioassay",2,7,"JAG","gpr","gpr","gpr",NA,NA,0.000485185185185185,5e-04,2.7779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,7,NA,NA,24,NA,NA,0,0.291666666666667,NA,NA,NA,NA,17
"448",16,"2023-03-21","WHO Tube Bioassay",2,2,"JAG","gpr","gpr","gpr",NA,NA,0.000485185185185185,5e-04,2.7779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,7,NA,NA,24,NA,NA,0,0.291666666666667,NA,NA,NA,NA,17
"449",17,"2023-03-23","who tube",1,1,"jag","jag","jag","jag",NA,NA,0.000823,0.000444,NA,"27",75.3,"27.1",75.4,"27",74.5,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,1,NA,NA,25,NA,NA,0,0.04,0.753,0.754,0.745,0.100000000000009,24
"450",18,"2023-03-23","who tube",1,2,"gpr","jag","jag","jag",NA,NA,0.000823,0.000444,NA,"27",75.3,"27.1",75.4,"27",74.5,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,0,NA,NA,23,NA,NA,0,0,0.753,0.754,0.745,0.100000000000009,23
"451",19,"2023-03-23","who tube",1,1,"jag","jag","jag","jag",NA,NA,0.000823,0.000444,NA,"27",75.3,"27.1",75.4,"27",74.5,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,5,8,NA,NA,22,NA,NA,0.227272727272727,0.363636363636364,0.753,0.754,0.745,0.100000000000009,14
"452",20,"2023-03-23","who tube",1,2,"jag","jag","jag","jag",NA,NA,0.000823,0.000444,NA,"27",75.3,"27.1",75.4,"27",74.5,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,4,14,NA,NA,24,NA,NA,0.166666666666667,0.583333333333333,0.753,0.754,0.745,0.100000000000009,10
"453",21,"2023-03-23","who tube",1,3,"jag","jag","jag","jag",NA,NA,0.000823,0.000444,NA,"27",75.3,"27.1",75.4,"27",74.5,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,10,10,NA,NA,27,NA,NA,0.37037037037037,0.37037037037037,0.753,0.754,0.745,0.100000000000009,17
"454",22,"2023-03-23","who tube",1,4,"gpr","jag","jag","jag",NA,NA,0.000823,0.000444,NA,"27",75.3,"27.1",75.4,"27",74.5,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,1,2,NA,NA,25,NA,NA,0.04,0.08,0.753,0.754,0.745,0.100000000000009,23
"455",23,"2023-03-23","who tube",1,5,"gpr","jag","jag","jag",NA,NA,0.000823,0.000444,NA,"27",75.3,"27.1",75.4,"27",74.5,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,1,NA,NA,25,NA,NA,0,0.04,0.753,0.754,0.745,0.100000000000009,24
"456",24,"2023-03-23","who tube",1,6,"gpr","jag","jag","jag",NA,NA,0.000823,0.000444,NA,"27",75.3,"27.1",75.4,"27",74.5,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,1,NA,NA,24,NA,NA,0,0.0416666666666667,0.753,0.754,0.745,0.100000000000009,23
"457",25,"2023-03-30","WHO Tube Bioassay",2,6,"GPr","jag","jag","gpr",NA,NA,0.00148,NA,2.984,"27",75.5,"27.1",75.4,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,1,0,NA,NA,28,NA,NA,0.0357142857142857,0,0.755,0.754,NA,0.0999999999999943,28
"458",26,"2023-03-30","WHO Tube Bioassay",2,2,"GPr","jag","jag","gpr",NA,NA,0.00148,NA,2.984,"27",75.5,"27.1",75.4,NA,NA,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,1,NA,NA,27,NA,NA,0,0.037037037037037,0.755,0.754,NA,0.0999999999999943,26
"459",27,"2023-03-30","WHO Tube Bioassay",2,3,"GPr","jag","jag","gpr",NA,NA,0.00148,NA,2.984,"27",75.5,"27.1",75.4,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,9,NA,NA,26,NA,NA,0,0.346153846153846,0.755,0.754,NA,0.0999999999999943,17
"460",28,"2023-03-30","WHO Tube Bioassay",2,5,"GPr","jag","jag","gpr",NA,NA,0.00148,NA,2.984,"27",75.5,"27.1",75.4,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,0,NA,NA,25,NA,NA,0,0,0.755,0.754,NA,0.0999999999999943,25
"461",29,"2023-03-30","WHO Tube Bioassay",2,3,"JAG","jag","jag","gpr",NA,NA,0.00148,NA,2.984,"27",75.5,"27.1",75.4,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,3,12,NA,NA,28,NA,NA,0.107142857142857,0.428571428571429,0.755,0.754,NA,0.0999999999999943,16
"462",30,"2023-03-30","WHO Tube Bioassay",2,1,"JAG","jag","jag","gpr",NA,NA,0.00148,NA,2.984,"27",75.5,"27.1",75.4,NA,NA,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,1,NA,NA,24,NA,NA,0,0.0416666666666667,0.755,0.754,NA,0.0999999999999943,23
"463",31,"2023-03-30","WHO Tube Bioassay",2,2,"JAG","jag","jag","gpr",NA,NA,0.00148,NA,2.984,"27",75.5,"27.1",75.4,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,2,12,NA,NA,26,NA,NA,0.0769230769230769,0.461538461538462,0.755,0.754,NA,0.0999999999999943,14
"464",32,"2023-03-30","WHO Tube Bioassay",2,4,"JAG","jag","jag","gpr",NA,NA,0.00148,NA,2.984,"27",75.5,"27.1",75.4,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,1,NA,NA,21,NA,NA,0,0.0476190476190476,0.755,0.754,NA,0.0999999999999943,20
"465",33,"2023-04-04","WHO Tube Bioassay",3,1,"JAG","gpr","gpr","gpr",NA,NA,0.001472,0.00053,2.8893,"27",73.7,"27",75.4,"27",74.7,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,0,NA,NA,22,NA,NA,0,0,0.737,0.754,0.747,1.7,22
"466",34,"2023-04-04","WHO Tube Bioassay",3,2,"JAG","gpr","gpr","gpr",NA,NA,0.001472,0.00053,2.8893,"27",73.7,"27",75.4,"27",74.7,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,4,NA,NA,24,NA,NA,0,0.166666666666667,0.737,0.754,0.747,1.7,20
"467",35,"2023-04-04","WHO Tube Bioassay",3,5,"GPr","gpr","gpr","gpr",NA,NA,0.001472,0.00053,2.8893,"27",73.7,"27",75.4,"27",74.7,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,3,4,NA,NA,25,NA,NA,0.12,0.16,0.737,0.754,0.747,1.7,21
"468",36,"2023-04-04","WHO Tube Bioassay",3,3,"JAG","gpr","gpr","gpr",NA,NA,0.001472,0.00053,2.8893,"27",73.7,"27",75.4,"27",74.7,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,7,17,NA,NA,27,NA,NA,0.259259259259259,0.62962962962963,0.737,0.754,0.747,1.7,10
"469",37,"2023-04-04","WHO Tube Bioassay",3,4,"GPr","gpr","gpr","gpr",NA,NA,0.001472,0.00053,2.8893,"27",73.7,"27",75.4,"27",74.7,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,4,3,NA,NA,24,NA,NA,0.166666666666667,0.125,0.737,0.754,0.747,1.7,21
"470",38,"2023-04-04","WHO Tube Bioassay",3,4,"JAG","gpr","gpr","gpr",NA,NA,0.001472,0.00053,2.8893,"27",73.7,"27",75.4,"27",74.7,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,6,12,NA,NA,24,NA,NA,0.25,0.5,0.737,0.754,0.747,1.7,12
"471",39,"2023-04-04","WHO Tube Bioassay",3,2,"GPr","gpr","gpr","gpr",NA,NA,0.001472,0.00053,2.8893,"27",73.7,"27",75.4,"27",74.7,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,4,3,NA,NA,25,NA,NA,0.16,0.12,0.737,0.754,0.747,1.7,22
"472",40,"2023-04-04","WHO Tube Bioassay",3,6,"GPr","gpr","gpr","gpr",NA,NA,0.001472,0.00053,2.8893,"27",73.7,"27",75.4,"27",74.7,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,2,NA,NA,25,NA,NA,0,0.08,0.737,0.754,0.747,1.7,23
"473",41,"2023-04-06","WHO Tube Bioassay",4,2,"GPr","gpr","gpr","mm",NA,NA,0.00129,0.00046,2.9471,"27",74,"27",74.8,NA,NA,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,0,NA,NA,24,NA,NA,0,0,0.74,0.748,NA,0.799999999999997,24
"474",42,"2023-04-06","WHO Tube Bioassay",4,1,"GPr","gpr","gpr","mm",NA,NA,0.00129,0.00046,2.9471,"27",74,"27",74.8,NA,NA,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,0,NA,NA,23,NA,NA,0,0,0.74,0.748,NA,0.799999999999997,23
"475",43,"2023-04-06","WHO Tube Bioassay",4,7,"JAG","gpr","gpr","mm",NA,NA,0.00129,0.00046,2.9471,"27",74,"27",74.8,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,5,10,NA,NA,25,NA,NA,0.2,0.4,0.74,0.748,NA,0.799999999999997,15
"476",44,"2023-04-06","WHO Tube Bioassay",4,6,"JAG","gpr","gpr","mm",NA,NA,0.00129,0.00046,2.9471,"27",74,"27",74.8,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,2,8,NA,NA,24,NA,NA,0.0833333333333333,0.333333333333333,0.74,0.748,NA,0.799999999999997,16
